60 100000
6 20 640
37 58 520
34 35 851
32 47 779
18 19 256
25 43 302
50 59 93
4 34 252
31 50 281
42 50 168
31 59 42
60 60 360
19 36 814
2 21 88
17 21 964
24 45 531
36 40 483
50 59 634
11 16 162
12 33 462
53 55 927
18 50 593
55 55 416
24 28 331
1 52 78
54 59 305
10 12 3
49 56 397
52 53 272
32 54 887
43 48 773
34 39 887
50 50 892
46 53 324
14 31 777
23 55 724
40 52 227
47 57 890
36 41 941
19 60 634
8 37 281
15 55 245
10 39 253
33 56 482
26 26 442
45 54 937
60 60 328
45 59 357
10 56 975
57 60 6
19 41 33
19 19 152
33 39 442
38 54 1000
3 16 759
33 39 619
40 51 219
6 59 780
46 46 377
7 15 623
49 57 186
37 56 770
57 60 961
59 60 492
12 41 708
5 42 77
58 60 127
57 60 147
32 37 564
4 54 712
13 56 347
4 20 25
33 59 223
4 58 188
7 38 163
32 55 968
40 45 287
17 51 968
41 44 401
8 34 887
59 60 375
15 29 559
43 53 170
24 27 50
1 3 700
38 60 578
5 5 227
20 42 934
27 56 132
34 34 152
9 34 299
23 40 850
38 53 769
49 60 303
37 38 56
48 51 967
32 50 206
48 55 123
59 59 344
5 34 964
48 52 531
34 46 818
42 44 159
10 33 574
42 58 795
59 60 153
4 16 275
57 60 888
36 57 734
4 34 713
41 48 716
36 60 488
55 56 388
53 57 331
20 29 564
28 56 55
10 29 922
15 54 789
59 60 443
7 60 664
34 59 689
59 60 255
57 59 803
2 3 920
21 25 568
14 51 583
8 60 474
21 43 179
2 41 594
56 58 515
31 46 964
23 35 208
10 55 476
9 45 969
57 58 560
60 60 704
32 57 551
21 25 209
46 60 547
20 50 511
3 21 873
14 56 45
14 16 120
56 58 992
32 43 326
44 60 625
59 59 659
40 42 211
20 32 142
18 26 553
50 55 778
6 30 760
52 52 761
26 55 112
20 56 1000
4 33 532
22 23 19
47 58 717
41 56 71
28 34 429
14 43 635
27 33 207
1 6 361
59 59 755
21 21 975
25 27 770
36 46 759
6 33 860
4 14 65
12 57 162
34 34 909
20 52 864
9 47 332
8 50 444
50 52 907
49 53 716
45 52 38
45 60 481
4 10 35
45 46 311
22 55 266
6 24 177
60 60 491
4 42 155
55 57 600
18 22 224
56 59 131
46 46 880
5 33 866
28 57 602
20 32 119
56 59 893
56 56 34
55 56 51
45 51 752
38 47 780
24 56 576
2 54 711
47 59 4
8 54 888
28 34 363
46 51 438
40 55 736
50 57 239
34 35 438
27 42 973
6 55 165
24 44 422
15 15 675
25 37 829
28 48 396
8 15 716
32 33 500
27 32 887
5 49 264
22 23 624
21 50 233
44 59 751
19 24 61
4 49 611
38 57 530
27 50 340
22 43 961
42 46 973
53 57 153
